RANKING,NAME,NATIONALITY,DOB,CLUB,DISTANCE JUMP 1,DISTANCE POINTS JUMP 1,SPEED JUMP 1,JUDGE MARKS A JUMP 1,JUDGE MARKS B JUMP 1,JUDGE MARKS C JUMP 1,JUDGE MARKS D JUMP 1,JUDGE MARKS E JUMP 1,JUDGE TOTAL POINTS JUMP 1,GATE JUMP 1,GATE COMPENSATION JUMP 1,WIND JUMP 1,WIND COMPENSATION JUMP 1,TOTAL POINTS JUMP 1,RANKING JUMP 1,DISTANCE JUMP 2,DISTANCE POINTS JUMP 2,SPEED JUMP 2,JUDGE MARKS A JUMP 2,JUDGE MARKS B JUMP 2,JUDGE MARKS C JUMP 2,JUDGE MARKS D JUMP 2,JUDGE MARKS E JUMP 2,JUDGE TOTAL POINTS JUMP 2,GATE JUMP 2,GATE COMPENSATION JUMP 2,WIND JUMP 2,WIND COMPENSATION JUMP 2,TOTAL POINTS JUMP 2,RANKING JUMP 2,TOTAL POINTS,TEAM POINTS,TEAM RANKING
1,Granerud Halvor Egner,NOR,29 MAY 1996,Asker Skiklubb,129.0,67.2,91.3,18.0,18.0,18.0,18.5,18.0,54.0,16,NULL,-0.77,12.5,133.7,3,141.0,88.8,90.9,19.0,19.0,19.0,19.0,19.0,57.0,15,4.8,-0.21,3.4,154.0,1,287.7,1008.6,3
2,Kubacki Dawid,POL,12 MAR 1990,TS Wisla Zakopane,137.5,82.5,91.5,19.0,19.0,19.0,19.5,19.0,57.0,16,NULL,-0.62,10.0,149.5,1,124.0,58.2,90.9,18.0,18.0,18.0,18.0,18.0,54.0,15,4.8,-1.24,20.1,137.1,6,286.6,1001.0,5
3,Kraft Stefan,AUT,13 MAY 1993,SV Schwarzach-Salzburg,134.0,76.2,91.2,18.5,19.0,19.0,19.0,18.5,56.5,16,NULL,0.09,-1.0,131.7,5,145.5,96.9,91.2,19.0,19.5,19.5,19.5,19.5,58.5,16,NULL,0.80,-8.6,146.8,3,278.5,1067.0,1
4,Lanisek Anze,SLO,20 APR 1996,Ssk Menges,126.0,61.8,91.1,17.5,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.64,10.4,126.2,10,136.5,80.7,91.4,19.0,19.0,19.0,19.0,19.0,57.0,16,NULL,-0.69,11.2,148.9,2,275.1,1020.3,2
5,Hoerl Jan,AUT,16 OCT 1998,SC Bischofshofen,139.0,85.2,91.1,18.5,18.5,19.0,19.0,19.0,56.5,16,NULL,0.08,-0.9,140.8,2,126.0,61.8,90.8,18.0,18.0,18.0,18.0,18.0,54.0,15,4.8,-0.63,10.2,130.8,11,271.6,1067.0,1
6,Eisenbichler Markus,GER,3 APR 1991,TSV Siegsdorf,130.5,69.9,90.6,17.5,17.5,18.0,17.5,17.5,52.5,16,NULL,-0.04,0.6,123.0,13,132.0,72.6,91.6,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.95,15.4,142.0,4,265.0,1007.5,4
7,Stoch Kamil,POL,25 MAY 1987,KS Eve-nement Zakopane,126.5,62.7,91.3,17.5,17.5,18.0,18.0,17.5,53.0,16,NULL,-0.97,15.7,131.4,6,124.0,58.2,91.3,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,-1.11,18.0,130.2,12,261.6,1001.0,5
8,Lindvik Marius,NOR,27 JUN 1998,Raelingen Skiklubb,128.0,65.4,91.0,18.0,18.0,18.0,18.5,18.0,54.0,16,NULL,-0.88,14.3,133.7,3,121.5,53.7,90.6,18.0,17.5,17.5,18.0,18.0,53.5,15,4.8,-0.91,14.7,126.7,15,260.4,1008.6,3
9,Tschofenig Daniel,AUT,28 MAR 2002,SV Achomitz-Zahomc,126.5,62.7,91.2,18.0,18.0,18.0,18.0,17.5,54.0,16,NULL,-0.19,3.1,119.8,17,129.0,67.2,91.5,18.0,18.0,18.5,18.5,18.5,55.0,16,NULL,-1.03,16.7,138.9,5,258.7,1067.0,1
10,Aigner Clemens,AUT,2 FEB 1993,SV Innsbruck-Bergisel-Tirol,127.5,64.5,91.6,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.45,7.3,125.8,11,134.0,76.2,91.5,18.5,18.5,19.0,18.5,19.0,56.0,16,NULL,-0.01,0.2,132.4,9,258.2,1067.0,1
11,Wellinger Andreas,GER,28 AUG 1995,Sc Ruhpolding,133.0,74.4,91.2,18.5,18.5,18.5,18.5,18.5,55.5,16,NULL,0.07,-0.8,129.1,7,129.0,67.2,91.6,17.5,17.5,18.0,17.5,16.5,52.5,16,NULL,-0.53,8.6,128.3,13,257.4,1007.5,4
12,Hayboeck Michael,AUT,5 MAR 1991,UVB Hinzenbach-Oberoesterreich,124.5,59.1,91.4,17.0,17.0,17.5,17.5,16.5,51.5,16,NULL,-0.77,12.5,123.1,12,132.0,72.6,91.4,17.5,17.0,17.5,17.0,17.0,51.5,16,NULL,-0.54,8.7,132.8,8,255.9,1067.0,1
13,Kos Lovro,SLO,23 JUL 1999,SSK Ilirija,129.5,68.1,91.0,17.5,18.5,18.5,18.0,18.0,54.5,16,NULL,-0.30,4.9,127.5,9,128.0,65.4,91.3,17.0,18.0,18.0,18.0,17.5,53.5,16,NULL,-0.58,9.4,128.3,13,255.8,1020.3,2
14,Geiger Karl,GER,11 FEB 1993,SC 1906 Oberstdorf,121.0,52.8,91.4,17.5,17.5,17.5,17.5,17.0,52.5,16,NULL,-0.73,11.8,117.1,24,133.5,75.3,90.9,18.5,18.5,18.5,18.5,19.0,55.5,16,NULL,-0.07,1.1,131.9,10,249.0,1007.5,4
15,Fettner Manuel,AUT,17 JUN 1985,SV Innsbruck-Bergisel-Tirol,112.0,36.6,91.5,17.0,16.5,16.5,17.0,16.5,50.0,16,NULL,-1.55,25.1,111.7,28,133.0,74.4,91.2,18.5,18.5,18.0,18.5,18.5,55.5,16,NULL,-0.35,5.7,135.6,7,247.3,1067.0,1
16,Jelar Ziga,SLO,22 OCT 1997,Sk Triglav kranj,133.0,74.4,91.1,18.5,18.5,18.5,18.0,18.5,55.5,16,NULL,0.21,-2.3,127.6,8,120.5,51.9,91.5,17.0,17.0,16.5,17.5,16.5,50.5,16,NULL,-0.95,15.4,117.8,19,245.4,1020.3,2
17,Prevc Peter,SLO,20 SEP 1992,SK Triglav Kranj,120.5,51.9,91.1,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.93,15.1,119.5,18,130.5,69.9,91.2,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.04,0.6,124.5,17,244.0,1020.3,2
18,Forfang Johann Andre,NOR,4 JUL 1995,Tromsoe Skiklub,124.5,59.1,90.4,18.0,17.5,18.0,17.5,17.0,53.0,16,NULL,-0.20,3.2,115.3,26,129.0,67.2,90.9,17.5,18.0,18.0,18.0,17.5,53.5,16,NULL,-0.35,5.7,126.4,16,241.7,1008.6,3
19,Leyhe Stephan,GER,5 JAN 1992,SC Willingen,127.0,63.6,90.5,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,0.04,-0.4,117.2,23,123.0,56.4,91.4,17.5,17.5,17.5,17.5,17.0,52.5,16,NULL,-0.62,10.0,118.9,18,236.1,1007.5,4
20,Deschwanden Gregor,SUI,27 FEB 1991,Horw,118.0,47.4,91.7,17.0,17.0,17.0,17.5,17.5,51.5,16,NULL,-1.36,22.0,120.9,16,123.0,56.4,91.1,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.35,5.7,114.6,20,235.5,235.5,11
21,Habdas Jan,POL,2 DEC 2003,Lks Klimczok bystra,129.0,67.2,91.5,18.0,18.0,18.0,18.0,18.0,54.0,16,NULL,-0.01,0.2,121.4,14,123.0,56.4,91.6,18.0,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.05,0.8,109.7,24,231.1,1001.0,5
22,Schmid Constantin,GER,27 NOV 1999,Wsv Oberaudorf,122.0,54.6,90.7,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.67,10.9,118.0,21,125.0,60.0,91.5,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.01,0.2,112.7,22,230.7,1007.5,4
23,Palosaari Vilho,FIN,20 JUL 2004,Kuusamon Era-Veikot,130.5,69.9,91.4,17.5,17.5,17.0,17.5,17.5,52.5,16,NULL,0.46,-5.0,117.4,22,125.5,60.9,91.0,17.5,17.5,17.5,17.5,17.0,52.5,16,NULL,0.06,-0.6,112.8,21,230.2,879.6,6
24,Leitner Clemens,AUT,7 NOV 1998,Nordic Team Absam-Tirol,124.5,59.1,91.5,17.0,17.5,17.5,17.5,17.0,52.0,16,NULL,-0.36,5.8,116.9,25,118.0,47.4,91.1,17.5,17.0,17.5,17.0,17.0,51.5,16,NULL,-0.69,11.2,110.1,23,227.0,1067.0,1
25,Ipcioglu Fatih Arda,TUR,28 SEP 1997,Tuerkiye Kayak Federasyonu,130.0,69.0,91.3,17.5,17.5,18.0,17.5,17.5,52.5,16,NULL,0.02,-0.2,121.3,15,118.5,48.3,91.1,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.36,5.8,105.1,28,226.4,372.4,9
26,Aalto Antti,FIN,2 APR 1995,Kiteen Urheilijat,120.0,51.0,91.7,17.0,17.5,17.0,17.0,17.0,51.0,16,NULL,-1.01,16.4,118.4,19,114.0,40.2,91.6,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-1.00,16.2,107.4,26,225.8,879.6,6
27,Zniszczol Aleksander,POL,8 MAR 1994,WSS Wisla,125.0,60.0,91.1,17.5,17.5,17.5,17.5,17.0,52.5,16,NULL,-0.13,2.1,114.6,27,129.0,67.2,90.7,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,1.17,-12.6,107.1,27,221.7,1001.0,5
28,Tande Daniel Andre,NOR,24 JAN 1994,Kongsberg If,120.0,51.0,90.6,17.5,17.5,17.5,18.0,18.0,53.0,16,NULL,-0.45,7.3,111.3,29,114.5,41.1,91.1,17.5,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.95,15.4,107.5,25,218.8,1008.6,3
29,Raimund Philipp,GER,23 JUN 2000,Sc Oberstdorf,124.0,58.2,91.0,17.5,17.5,17.5,17.5,17.5,52.5,16,NULL,-0.46,7.5,118.2,20,128.0,65.4,91.5,14.5,11.5,11.5,13.0,12.0,36.5,16,NULL,0.36,-3.9,98.0,30,216.2,1007.5,4
30,Wasek Pawel,POL,2 JUN 1999,WSS Wisla,118.0,47.4,91.2,17.0,17.0,17.5,17.0,16.5,51.0,16,NULL,-0.70,11.3,109.7,30,114.0,40.2,91.1,17.0,17.0,17.0,17.0,16.5,51.0,16,NULL,-0.81,13.1,104.3,29,214.0,1001.0,5
31,Masle Rok,SLO,20 APR 2004,SSK Ilirija,115.0,42.0,90.8,16.5,17.5,17.0,17.5,16.5,51.0,16,NULL,-0.90,14.6,107.6,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107.6,1020.3,2
32,Urlaub Andrew,USA,12 APR 2001,Flying Eagles Ski Club Inc,120.0,51.0,91.2,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.30,4.9,106.9,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.9,731.2,7
33,Kytosaho Niko,FIN,18 DEC 1999,Paimion urheilijat,114.0,40.2,91.4,17.0,17.0,16.5,17.0,17.0,51.0,16,NULL,-0.92,14.9,106.1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.1,879.6,6
34,Nousiainen Eetu,FIN,29 APR 1997,Puijo Ski club,119.0,49.2,91.4,17.0,17.0,17.5,17.5,17.5,52.0,16,NULL,-0.28,4.5,105.7,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105.7,879.6,6
35,Prevc Domen,SLO,4 JUN 1999,Sk Triglav kranj,130.0,69.0,91.3,11.0,11.0,11.0,10.5,10.0,32.5,16,NULL,0.01,-0.1,101.4,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.4,1020.3,2
36,Larson Casey,USA,16 DEC 1998,Norge Ski Club,112.5,37.5,91.2,16.5,17.0,17.0,16.5,16.5,50.0,16,NULL,-0.84,13.6,101.1,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.1,731.2,7
37,Zajc Timi,SLO,26 APR 2000,SSK Ljubno BTC,113.5,39.3,90.8,17.0,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.61,9.9,100.2,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.2,1020.3,2
38,Zografski Vladimir,BUL,14 JUL 1993,NSA,116.5,44.7,90.5,17.5,17.0,17.0,17.0,17.0,51.0,16,NULL,-0.23,3.7,99.4,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99.4,198.8,12
39,Zyla Piotr,POL,16 JAN 1987,WSS Wisla,111.5,35.7,90.8,16.5,16.5,16.0,17.0,16.5,49.5,16,NULL,-0.53,8.6,93.8,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.8,1001.0,5
40,Koudelka Roman,CZE,9 JUL 1989,LSK Lomnice nad Popelkou - Dukla,109.5,32.1,90.8,16.5,16.5,16.5,16.5,16.0,49.5,16,NULL,-0.52,8.4,90.0,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.0,321.4,10
41,Dean Decker,USA,8 AUG 2000,Steamboat Springs winter sports clu,109.5,32.1,91.1,16.0,16.0,16.5,15.5,16.0,48.0,16,NULL,-0.60,9.7,89.8,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.8,731.2,7
42,Sundal Kristoffer Eriksen,NOR,7 FEB 2001,IL Koll,100.5,15.9,90.8,16.5,16.0,16.5,16.0,16.5,49.0,16,NULL,-1.42,23.0,87.9,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.9,1008.6,3
43,Spulber Mihnea Alexandru,ROU,11 DEC 2000,CS Dinamo Buc-Centrul Sportiv Bv,93.5,3.3,91.7,15.5,16.0,15.0,15.0,16.0,46.5,16,NULL,-1.74,28.2,78.0,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.0,546.6,8
44,Bedir Muhammed Ali,TUR,24 MAR 2000,Tuerkiye Kayak Federasyonu,97.5,10.5,91.2,15.5,15.5,15.5,16.0,15.5,46.5,16,NULL,-0.99,16.0,73.0,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.0,372.4,9
45,Sakala Filip,CZE,21 MAY 1996,TJ Dukla Frenstat pod Radhostem,93.5,3.3,91.6,15.5,15.5,14.5,15.5,14.5,45.5,16,NULL,-1.35,21.9,70.7,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.7,321.4,10
46,Cacina Daniel Andrei,ROU,17 OCT 2001,CS DINAMO BUC-CENTRUL SPORTIV BV,106.5,26.7,90.5,16.5,16.5,16.5,16.5,16.5,49.5,16,NULL,0.61,-6.6,69.6,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.6,546.6,8
47,Feldorean Andrei,ROU,13 APR 2000,CS DINAMO BUC-CENTRUL SPORTIV BV.,99.5,14.1,91.2,16.0,16.0,16.0,16.5,16.0,48.0,16,NULL,-0.45,7.3,69.4,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.4,546.6,8
48,Belshaw Erik,USA,23 AUG 2004,Steamboat Springs winter sports clu,98.5,12.3,91.1,16.0,16.0,16.0,16.0,16.0,48.0,16,NULL,-0.46,7.5,67.8,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67.8,731.2,7
49,Oestvold Benjamin,NOR,13 JAN 2001,Lensbygda Sportsklubb,90.0,-3.0,90.9,14.5,14.5,14.0,15.0,15.0,44.0,16,NULL,-1.48,24.0,65.0,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65.0,1008.6,3
50,Mitrofan Nicolae Sorin,ROU,26 MAR 1999,CS OLIMPIC CETATE RASNOV,89.0,-4.8,91.2,14.0,14.0,14.0,14.5,15.5,42.5,16,NULL,-1.15,18.6,56.3,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.3,546.6,8
